recall_id,event_date,product_name,brand,reason,classification,states
R-SYN-0000776,2026-01-06,Chicken Nuggets,PeakFuel,Packaging integrity issue,III,CA;WA;NY
R-SYN-0000777,2026-01-31,Greek Yogurt,TrailJoy,Undeclared peanut allergen,II,NV;AZ;UT
R-SYN-0000778,2025-12-15,Frozen Dumplings,TrailJoy,Listeria monocytogenes risk,I,OR;WA
R-SYN-0000779,2026-02-08,Protein Shake,SunBite,Undeclared peanut allergen,I,CO;UT;OR
R-SYN-0000780,2026-02-04,Fresh Salad Mix,Green Valley,Undeclared peanut allergen,I,OR;NY;AZ
R-SYN-0000781,2025-12-12,Organic Spinach,DailySource,Potential E. coli contamination,I,OR;TX;WA
R-SYN-0000782,2025-12-07,Whole Milk,SunBite,Listeria monocytogenes risk,III,WA;TX
R-SYN-0000783,2026-01-17,Frozen Dumplings,PeakFuel,Listeria monocytogenes risk,III,AZ;UT
R-SYN-0000784,2025-12-15,Fresh Salad Mix,TrailJoy,Listeria monocytogenes risk,I,ALL
R-SYN-0000785,2026-03-04,Granola Bars,DailySource,Listeria monocytogenes risk,I,UT;AZ;CO
R-SYN-0000786,2026-03-17,Whole Milk,PureRoot,Listeria monocytogenes risk,II,AZ;CO
R-SYN-0000787,2025-12-30,Whole Milk,PeakFuel,Potential E. coli contamination,II,CA;WA
R-SYN-0000788,2026-02-27,Fresh Salad Mix,PeakFuel,Possible metal fragments,III,WA;CO;UT;CA
R-SYN-0000789,2025-12-05,Fresh Salad Mix,PeakFuel,Possible metal fragments,I,OR;WA
R-SYN-0000790,2025-12-11,Greek Yogurt,DailySource,Possible metal fragments,III,CA;OR;NV
R-SYN-0000791,2026-03-21,Chicken Nuggets,DailySource,Listeria monocytogenes risk,III,TX;NY;AZ
R-SYN-0000792,2026-02-26,Frozen Dumplings,UrbanHarvest,Listeria monocytogenes risk,II,AZ;CO;UT;CA
R-SYN-0000793,2025-12-24,Organic Spinach,FarmNest,Listeria monocytogenes risk,II,WA;OR;NY
R-SYN-0000794,2026-01-17,Frozen Dumplings,SunBite,Undeclared peanut allergen,I,NY;NV;CO;UT
R-SYN-0000795,2026-02-02,Chicken Nuggets,FarmNest,Possible metal fragments,I,OR;WA;CA
R-SYN-0000796,2026-02-06,Whole Milk,FarmNest,Listeria monocytogenes risk,III,WA;CA;CO;OR
R-SYN-0000797,2026-01-08,Protein Shake,SunBite,Listeria monocytogenes risk,I,CA;NV
R-SYN-0000798,2026-01-11,Fresh Salad Mix,PeakFuel,Undeclared peanut allergen,I,TX;CA;AZ;OR
R-SYN-0000799,2026-02-04,Chicken Nuggets,DailySource,Potential E. coli contamination,I,OR;CO;WA
R-SYN-0000800,2026-03-15,Fresh Salad Mix,TrailJoy,Packaging integrity issue,I,WA;NV;TX;UT
R-SYN-0000801,2025-12-20,Greek Yogurt,Green Valley,Possible metal fragments,III,WA;AZ;OR
R-SYN-0000802,2026-01-03,Chicken Nuggets,SunBite,Potential E. coli contamination,II,NV;WA;AZ;CO
R-SYN-0000803,2025-12-31,Fresh Salad Mix,PeakFuel,Potential E. coli contamination,I,ALL
R-SYN-0000804,2026-02-17,Protein Shake,DailySource,Possible metal fragments,III,CA;UT;NY;OR
R-SYN-0000805,2026-01-11,Fresh Salad Mix,PeakFuel,Listeria monocytogenes risk,II,CA;NY;CO;TX
R-SYN-0000806,2026-01-26,Chicken Nuggets,UrbanHarvest,Listeria monocytogenes risk,I,NV;NY;CO;CA
R-SYN-0000807,2026-02-19,Organic Spinach,FarmNest,Listeria monocytogenes risk,III,AZ;NV;NY;CO
R-SYN-0000808,2026-01-12,Granola Bars,UrbanHarvest,Listeria monocytogenes risk,III,NY;CO;CA
R-SYN-0000809,2026-03-07,Greek Yogurt,Green Valley,Undeclared peanut allergen,I,CO;NV
R-SYN-0000810,2026-03-17,Chicken Nuggets,Green Valley,Listeria monocytogenes risk,II,CO;UT;CA
R-SYN-0000811,2025-12-13,Greek Yogurt,SunBite,Possible metal fragments,I,NY;OR
R-SYN-0000812,2026-01-18,Protein Shake,Green Valley,Packaging integrity issue,II,WA;CO
R-SYN-0000813,2026-01-04,Frozen Dumplings,UrbanHarvest,Potential E. coli contamination,I,NV;AZ
R-SYN-0000814,2026-01-15,Frozen Dumplings,UrbanHarvest,Undeclared peanut allergen,I,CO;UT;AZ;NY
R-SYN-0000815,2026-01-14,Organic Spinach,UrbanHarvest,Potential E. coli contamination,II,NY;WA;NV
R-SYN-0000816,2026-03-25,Granola Bars,UrbanHarvest,Potential E. coli contamination,II,NV;TX;WA;NY
R-SYN-0000817,2026-03-09,Protein Shake,PureRoot,Potential E. coli contamination,I,NV;OR;AZ
R-SYN-0000818,2025-12-25,Greek Yogurt,SunBite,Possible metal fragments,II,NY;AZ;CO
R-SYN-0000819,2026-03-19,Whole Milk,TrailJoy,Listeria monocytogenes risk,II,NV;TX;UT
R-SYN-0000820,2026-02-05,Whole Milk,FarmNest,Listeria monocytogenes risk,II,ALL
R-SYN-0000821,2026-01-25,Whole Milk,DailySource,Undeclared peanut allergen,II,UT;TX;NY
R-SYN-0000822,2026-01-31,Fresh Salad Mix,SunBite,Listeria monocytogenes risk,I,OR;WA;UT;CO
R-SYN-0000823,2026-02-22,Organic Spinach,SunBite,Potential E. coli contamination,II,TX;CO;AZ
R-SYN-0000824,2025-12-29,Granola Bars,UrbanHarvest,Possible metal fragments,II,TX;CO
R-SYN-0000825,2026-03-09,Greek Yogurt,PureRoot,Potential E. coli contamination,I,AZ;CO;NV
R-SYN-0000826,2026-01-05,Chicken Nuggets,PeakFuel,Possible metal fragments,III,WA;NY
R-SYN-0000827,2026-03-21,Granola Bars,SunBite,Listeria monocytogenes risk,II,ALL
R-SYN-0000828,2026-03-17,Organic Spinach,FarmNest,Listeria monocytogenes risk,II,CO;OR;UT;NV
R-SYN-0000829,2026-02-13,Fresh Salad Mix,PeakFuel,Potential E. coli contamination,I,ALL
R-SYN-0000830,2026-03-17,Organic Spinach,TrailJoy,Potential E. coli contamination,I,WA;NV;CO;AZ
R-SYN-0000831,2025-12-12,Protein Shake,SunBite,Possible metal fragments,II,CA;TX;CO
R-SYN-0000832,2025-12-06,Greek Yogurt,DailySource,Listeria monocytogenes risk,II,WA;UT;NY;OR
R-SYN-0000833,2025-12-15,Fresh Salad Mix,Green Valley,Possible metal fragments,I,NV;UT;CO;WA
R-SYN-0000834,2025-12-27,Granola Bars,Green Valley,Listeria monocytogenes risk,II,CO;WA;AZ;CA
R-SYN-0000835,2026-01-23,Organic Spinach,PureRoot,Packaging integrity issue,I,ALL
R-SYN-0000836,2025-12-07,Fresh Salad Mix,DailySource,Potential E. coli contamination,II,CO;NV;CA
R-SYN-0000837,2026-03-11,Granola Bars,TrailJoy,Listeria monocytogenes risk,I,AZ;CO
R-SYN-0000838,2026-03-15,Granola Bars,PureRoot,Listeria monocytogenes risk,III,AZ;CO;NV;TX
R-SYN-0000839,2026-01-11,Protein Shake,PeakFuel,Potential E. coli contamination,II,NY;CO
R-SYN-0000840,2026-03-19,Fresh Salad Mix,DailySource,Possible metal fragments,I,AZ;OR
R-SYN-0000841,2026-02-14,Greek Yogurt,FarmNest,Packaging integrity issue,I,ALL
R-SYN-0000842,2026-02-04,Frozen Dumplings,TrailJoy,Potential E. coli contamination,II,AZ;CA;NV
R-SYN-0000843,2025-12-09,Granola Bars,FarmNest,Packaging integrity issue,II,ALL
R-SYN-0000844,2026-03-25,Chicken Nuggets,DailySource,Potential E. coli contamination,III,TX;CA;OR;CO
R-SYN-0000845,2026-03-10,Frozen Dumplings,TrailJoy,Possible metal fragments,I,UT;CO;AZ
R-SYN-0000846,2025-12-10,Frozen Dumplings,FarmNest,Possible metal fragments,I,CO;NV
R-SYN-0000847,2025-12-23,Organic Spinach,TrailJoy,Listeria monocytogenes risk,I,OR;AZ
R-SYN-0000848,2025-12-30,Fresh Salad Mix,UrbanHarvest,Undeclared peanut allergen,I,WA;NY;NV
R-SYN-0000849,2026-02-05,Fresh Salad Mix,PureRoot,Listeria monocytogenes risk,III,AZ;CA;WA;TX
R-SYN-0000850,2025-12-23,Organic Spinach,SunBite,Potential E. coli contamination,I,NV;CA
R-SYN-0000851,2026-02-09,Organic Spinach,FarmNest,Packaging integrity issue,I,UT;OR;WA;NV
R-SYN-0000852,2025-12-08,Granola Bars,UrbanHarvest,Possible metal fragments,I,NY;NV;WA;AZ
R-SYN-0000853,2026-03-05,Chicken Nuggets,UrbanHarvest,Listeria monocytogenes risk,II,CA;AZ
R-SYN-0000854,2026-02-10,Greek Yogurt,PeakFuel,Undeclared peanut allergen,I,AZ;NY;CA;NV
R-SYN-0000855,2025-12-08,Granola Bars,TrailJoy,Possible metal fragments,II,CA;AZ
R-SYN-0000856,2026-02-26,Whole Milk,SunBite,Potential E. coli contamination,II,OR;CA;WA
R-SYN-0000857,2026-02-16,Protein Shake,TrailJoy,Possible metal fragments,I,NY;NV;OR;AZ
R-SYN-0000858,2026-02-28,Frozen Dumplings,UrbanHarvest,Packaging integrity issue,II,CO;TX;UT
R-SYN-0000859,2025-12-30,Fresh Salad Mix,PureRoot,Potential E. coli contamination,I,CO;WA
R-SYN-0000860,2026-02-02,Frozen Dumplings,UrbanHarvest,Packaging integrity issue,II,OR;CO;AZ
R-SYN-0000861,2026-02-05,Chicken Nuggets,DailySource,Listeria monocytogenes risk,III,CO;UT
R-SYN-0000862,2026-03-15,Frozen Dumplings,TrailJoy,Listeria monocytogenes risk,II,AZ;TX;OR;WA
R-SYN-0000863,2026-03-17,Frozen Dumplings,UrbanHarvest,Packaging integrity issue,I,AZ;OR
R-SYN-0000864,2026-02-12,Granola Bars,PeakFuel,Listeria monocytogenes risk,I,NV;CA;NY;UT
R-SYN-0000865,2026-03-04,Greek Yogurt,DailySource,Potential E. coli contamination,I,NV;CO
R-SYN-0000866,2026-01-17,Granola Bars,DailySource,Possible metal fragments,II,NY;UT;OR;AZ
R-SYN-0000867,2026-02-01,Chicken Nuggets,DailySource,Undeclared peanut allergen,III,NV;UT;TX;WA
R-SYN-0000868,2026-02-16,Organic Spinach,DailySource,Possible metal fragments,II,CA;OR;CO;AZ
R-SYN-0000869,2026-03-16,Frozen Dumplings,TrailJoy,Packaging integrity issue,II,UT;WA;NV;CO
R-SYN-0000870,2026-01-26,Organic Spinach,SunBite,Packaging integrity issue,I,ALL
R-SYN-0000871,2025-12-21,Protein Shake,TrailJoy,Packaging integrity issue,II,AZ;NV;OR;CA
R-SYN-0000872,2026-01-28,Organic Spinach,UrbanHarvest,Listeria monocytogenes risk,I,ALL
R-SYN-0000873,2026-01-23,Whole Milk,PureRoot,Possible metal fragments,I,NY;OR;TX;NV
R-SYN-0000874,2026-02-27,Frozen Dumplings,FarmNest,Possible metal fragments,III,AZ;NY
R-SYN-0000875,2026-03-28,Organic Spinach,PeakFuel,Listeria monocytogenes risk,I,OR;NV;CO
R-SYN-0000876,2025-12-06,Frozen Dumplings,Green Valley,Undeclared peanut allergen,I,CO;NV
R-SYN-0000877,2026-03-17,Granola Bars,Green Valley,Possible metal fragments,II,CA;NV;AZ
R-SYN-0000878,2026-03-02,Organic Spinach,PeakFuel,Packaging integrity issue,III,UT;NY
R-SYN-0000879,2026-02-21,Fresh Salad Mix,DailySource,Potential E. coli contamination,III,AZ;NY
R-SYN-0000880,2025-12-21,Protein Shake,PureRoot,Packaging integrity issue,II,ALL
R-SYN-0000881,2026-01-31,Granola Bars,FarmNest,Potential E. coli contamination,I,OR;NV;NY
R-SYN-0000882,2025-12-14,Protein Shake,PeakFuel,Potential E. coli contamination,I,OR;TX
R-SYN-0000883,2026-02-09,Frozen Dumplings,FarmNest,Packaging integrity issue,III,UT;AZ
R-SYN-0000884,2025-12-08,Whole Milk,PeakFuel,Listeria monocytogenes risk,I,AZ;WA;CO
R-SYN-0000885,2026-01-14,Whole Milk,Green Valley,Undeclared peanut allergen,II,ALL
R-SYN-0000886,2026-01-30,Organic Spinach,Green Valley,Undeclared peanut allergen,II,CO;NV;OR;CA
R-SYN-0000887,2025-12-21,Frozen Dumplings,Green Valley,Listeria monocytogenes risk,II,AZ;NV;TX
R-SYN-0000888,2025-12-14,Organic Spinach,SunBite,Listeria monocytogenes risk,II,WA;CA
R-SYN-0000889,2025-12-24,Granola Bars,UrbanHarvest,Undeclared peanut allergen,I,WA;UT;CO
R-SYN-0000890,2026-02-13,Organic Spinach,PeakFuel,Listeria monocytogenes risk,III,CA;WA
R-SYN-0000891,2025-12-16,Fresh Salad Mix,SunBite,Possible metal fragments,II,WA;NY;CA;OR
R-SYN-0000892,2026-03-15,Frozen Dumplings,FarmNest,Possible metal fragments,III,OR;WA;NV;AZ
R-SYN-0000893,2026-03-29,Granola Bars,DailySource,Potential E. coli contamination,III,CA;AZ;WA;NV
R-SYN-0000894,2026-02-24,Frozen Dumplings,DailySource,Listeria monocytogenes risk,II,WA;CA;NY;UT
R-SYN-0000895,2026-01-22,Chicken Nuggets,UrbanHarvest,Potential E. coli contamination,II,CA;WA;AZ;CO
R-SYN-0000896,2026-03-22,Protein Shake,TrailJoy,Undeclared peanut allergen,I,ALL
R-SYN-0000897,2026-01-10,Frozen Dumplings,Green Valley,Listeria monocytogenes risk,II,ALL
R-SYN-0000898,2025-12-19,Whole Milk,PeakFuel,Undeclared peanut allergen,I,CA;AZ;OR
R-SYN-0000899,2025-12-20,Protein Shake,SunBite,Packaging integrity issue,II,CO;TX;CA;NV
R-SYN-0000900,2025-12-04,Organic Spinach,PureRoot,Possible metal fragments,III,CA;CO
R-SYN-0000901,2026-03-24,Granola Bars,PureRoot,Potential E. coli contamination,I,ALL
R-SYN-0000902,2026-03-25,Granola Bars,PureRoot,Listeria monocytogenes risk,I,CA;CO
R-SYN-0000903,2026-02-10,Chicken Nuggets,PureRoot,Packaging integrity issue,II,CA;CO;OR;NY
R-SYN-0000904,2026-01-15,Protein Shake,SunBite,Potential E. coli contamination,I,WA;NY;AZ;OR
R-SYN-0000905,2026-02-27,Whole Milk,PureRoot,Listeria monocytogenes risk,II,NY;CA
R-SYN-0000906,2026-03-24,Greek Yogurt,PeakFuel,Packaging integrity issue,II,OR;NY;TX
R-SYN-0000907,2026-01-30,Granola Bars,UrbanHarvest,Possible metal fragments,II,ALL
R-SYN-0000908,2026-01-15,Greek Yogurt,Green Valley,Undeclared peanut allergen,II,NV;AZ
R-SYN-0000909,2026-03-06,Protein Shake,TrailJoy,Potential E. coli contamination,I,CO;AZ;NV;OR
R-SYN-0000910,2026-01-18,Whole Milk,PeakFuel,Listeria monocytogenes risk,I,ALL
R-SYN-0000911,2025-12-09,Organic Spinach,DailySource,Undeclared peanut allergen,III,WA;CO;OR;TX
R-SYN-0000912,2026-03-01,Chicken Nuggets,UrbanHarvest,Listeria monocytogenes risk,I,AZ;CA
R-SYN-0000913,2026-03-22,Whole Milk,Green Valley,Packaging integrity issue,I,AZ;CA
R-SYN-0000914,2026-03-28,Protein Shake,TrailJoy,Possible metal fragments,I,NY;AZ;NV;OR
R-SYN-0000915,2026-02-28,Greek Yogurt,TrailJoy,Potential E. coli contamination,I,CA;NY
R-SYN-0000916,2026-02-11,Frozen Dumplings,UrbanHarvest,Undeclared peanut allergen,I,NY;NV;AZ
R-SYN-0000917,2026-03-23,Frozen Dumplings,FarmNest,Undeclared peanut allergen,II,AZ;UT;OR
R-SYN-0000918,2026-02-05,Protein Shake,Green Valley,Packaging integrity issue,II,NY;AZ;TX
R-SYN-0000919,2026-03-25,Granola Bars,FarmNest,Packaging integrity issue,III,TX;CO
R-SYN-0000920,2025-12-20,Frozen Dumplings,FarmNest,Packaging integrity issue,II,AZ;CO;OR;WA
R-SYN-0000921,2026-03-09,Whole Milk,UrbanHarvest,Packaging integrity issue,II,CO;OR;UT
R-SYN-0000922,2026-02-08,Organic Spinach,TrailJoy,Undeclared peanut allergen,III,NV;WA
R-SYN-0000923,2026-02-20,Fresh Salad Mix,PureRoot,Packaging integrity issue,I,UT;TX;CO
R-SYN-0000924,2025-12-25,Frozen Dumplings,PeakFuel,Listeria monocytogenes risk,II,CO;AZ
R-SYN-0000925,2026-02-05,Chicken Nuggets,DailySource,Listeria monocytogenes risk,II,OR;NV;CA
R-SYN-0000926,2026-03-09,Chicken Nuggets,TrailJoy,Possible metal fragments,II,OR;TX
R-SYN-0000927,2025-12-21,Granola Bars,TrailJoy,Potential E. coli contamination,I,WA;AZ;TX;CO
R-SYN-0000928,2026-02-17,Granola Bars,PeakFuel,Possible metal fragments,I,UT;OR
R-SYN-0000929,2026-03-30,Granola Bars,PeakFuel,Possible metal fragments,II,CA;CO;AZ
R-SYN-0000930,2026-01-25,Greek Yogurt,PureRoot,Undeclared peanut allergen,I,WA;CO;AZ
R-SYN-0000931,2025-12-17,Chicken Nuggets,UrbanHarvest,Potential E. coli contamination,I,NV;WA;CO;UT
R-SYN-0000932,2025-12-12,Organic Spinach,UrbanHarvest,Undeclared peanut allergen,II,CA;CO;NV;AZ
R-SYN-0000933,2025-12-15,Whole Milk,UrbanHarvest,Undeclared peanut allergen,II,UT;OR;NY
R-SYN-0000934,2026-01-15,Organic Spinach,Green Valley,Undeclared peanut allergen,I,NV;UT;TX
R-SYN-0000935,2026-02-09,Frozen Dumplings,PureRoot,Undeclared peanut allergen,II,OR;TX;CO
R-SYN-0000936,2026-03-18,Greek Yogurt,Green Valley,Packaging integrity issue,II,NV;OR
R-SYN-0000937,2026-03-05,Protein Shake,PeakFuel,Packaging integrity issue,I,ALL
R-SYN-0000938,2026-01-24,Organic Spinach,FarmNest,Possible metal fragments,III,TX;NY
R-SYN-0000939,2026-01-22,Fresh Salad Mix,DailySource,Potential E. coli contamination,II,NY;WA
R-SYN-0000940,2026-02-20,Fresh Salad Mix,DailySource,Undeclared peanut allergen,II,WA;CO;NY;TX
R-SYN-0000941,2026-03-31,Greek Yogurt,DailySource,Potential E. coli contamination,III,UT;AZ
R-SYN-0000942,2025-12-05,Chicken Nuggets,DailySource,Listeria monocytogenes risk,II,CO;AZ;UT
R-SYN-0000943,2025-12-14,Granola Bars,PureRoot,Packaging integrity issue,III,WA;NY;OR
R-SYN-0000944,2025-12-28,Fresh Salad Mix,DailySource,Listeria monocytogenes risk,III,TX;NV;AZ;CA
R-SYN-0000945,2026-03-01,Greek Yogurt,PeakFuel,Packaging integrity issue,I,WA;CO;UT;OR
R-SYN-0000946,2026-03-16,Whole Milk,SunBite,Potential E. coli contamination,II,CO;NY;UT
R-SYN-0000947,2026-03-05,Organic Spinach,DailySource,Potential E. coli contamination,I,CO;NV;NY;AZ
R-SYN-0000948,2026-02-08,Protein Shake,PureRoot,Potential E. coli contamination,I,ALL
R-SYN-0000949,2025-12-04,Greek Yogurt,UrbanHarvest,Listeria monocytogenes risk,II,ALL
R-SYN-0000950,2026-01-20,Protein Shake,DailySource,Undeclared peanut allergen,II,NY;CA
R-SYN-0000951,2026-01-13,Frozen Dumplings,FarmNest,Possible metal fragments,I,TX;CA
R-SYN-0000952,2026-01-04,Granola Bars,FarmNest,Listeria monocytogenes risk,II,UT;WA
R-SYN-0000953,2026-02-03,Organic Spinach,SunBite,Listeria monocytogenes risk,II,CA;UT;NV;WA
R-SYN-0000954,2025-12-23,Protein Shake,TrailJoy,Possible metal fragments,III,NV;CA
R-SYN-0000955,2026-03-30,Whole Milk,TrailJoy,Potential E. coli contamination,I,NY;UT;CA;WA
R-SYN-0000956,2026-01-25,Frozen Dumplings,UrbanHarvest,Possible metal fragments,II,UT;NV
R-SYN-0000957,2025-12-01,Fresh Salad Mix,SunBite,Undeclared peanut allergen,I,CA;NV
R-SYN-0000958,2026-01-07,Whole Milk,Green Valley,Listeria monocytogenes risk,I,OR;AZ;CA;NV
R-SYN-0000959,2025-12-08,Protein Shake,PureRoot,Possible metal fragments,II,UT;NY
R-SYN-0000960,2026-02-27,Frozen Dumplings,UrbanHarvest,Listeria monocytogenes risk,II,NY;AZ;TX;CO
R-SYN-0000961,2025-12-24,Whole Milk,DailySource,Potential E. coli contamination,I,CO;NV;OR;AZ
R-SYN-0000962,2025-12-27,Protein Shake,Green Valley,Undeclared peanut allergen,I,OR;WA
R-SYN-0000963,2025-12-27,Fresh Salad Mix,TrailJoy,Packaging integrity issue,I,OR;WA;TX
R-SYN-0000964,2026-02-11,Protein Shake,Green Valley,Undeclared peanut allergen,III,AZ;NY;CO
R-SYN-0000965,2026-02-19,Organic Spinach,PureRoot,Possible metal fragments,II,AZ;UT;TX;NV
R-SYN-0000966,2026-01-21,Organic Spinach,TrailJoy,Undeclared peanut allergen,II,NY;CO;AZ
R-SYN-0000967,2026-03-31,Frozen Dumplings,DailySource,Potential E. coli contamination,III,ALL
R-SYN-0000968,2026-03-13,Protein Shake,FarmNest,Potential E. coli contamination,I,WA;TX
R-SYN-0000969,2026-02-05,Chicken Nuggets,PeakFuel,Undeclared peanut allergen,II,WA;OR
R-SYN-0000970,2026-02-23,Chicken Nuggets,TrailJoy,Possible metal fragments,III,NV;UT;TX
R-SYN-0000971,2026-01-30,Chicken Nuggets,PureRoot,Packaging integrity issue,II,CO;CA
R-SYN-0000972,2025-12-24,Fresh Salad Mix,PureRoot,Potential E. coli contamination,II,UT;NY;OR;AZ
R-SYN-0000973,2026-03-09,Granola Bars,PureRoot,Listeria monocytogenes risk,I,CO;TX;NY;UT
R-SYN-0000974,2025-12-30,Chicken Nuggets,TrailJoy,Undeclared peanut allergen,III,ALL
R-SYN-0000975,2025-12-11,Whole Milk,DailySource,Listeria monocytogenes risk,III,AZ;NV;WA;NY
R-SYN-0000976,2026-01-08,Frozen Dumplings,PureRoot,Potential E. coli contamination,III,NY;WA;NV;CO
R-SYN-0000977,2026-02-27,Whole Milk,DailySource,Possible metal fragments,II,WA;UT;CO
R-SYN-0000978,2026-03-27,Whole Milk,Green Valley,Undeclared peanut allergen,I,NY;OR;TX;CO
R-SYN-0000979,2026-01-16,Greek Yogurt,Green Valley,Potential E. coli contamination,II,NV;TX;OR
R-SYN-0000980,2025-12-05,Protein Shake,PureRoot,Undeclared peanut allergen,III,UT;NV;OR
R-SYN-0000981,2026-02-20,Fresh Salad Mix,SunBite,Potential E. coli contamination,II,NY;OR;AZ
R-SYN-0000982,2026-03-05,Fresh Salad Mix,PeakFuel,Potential E. coli contamination,III,TX;UT
R-SYN-0000983,2025-12-22,Fresh Salad Mix,PureRoot,Possible metal fragments,II,NY;UT;TX
R-SYN-0000984,2026-01-28,Greek Yogurt,SunBite,Listeria monocytogenes risk,II,CA;NY
R-SYN-0000985,2025-12-18,Protein Shake,PeakFuel,Listeria monocytogenes risk,II,NY;TX
R-SYN-0000986,2026-02-22,Frozen Dumplings,PureRoot,Potential E. coli contamination,I,WA;CO;UT;AZ
R-SYN-0000987,2025-12-24,Frozen Dumplings,Green Valley,Potential E. coli contamination,I,CA;TX;CO;OR
R-SYN-0000988,2025-12-20,Organic Spinach,PureRoot,Packaging integrity issue,II,CO;UT;NV
R-SYN-0000989,2026-02-16,Fresh Salad Mix,UrbanHarvest,Possible metal fragments,II,WA;AZ;CO
R-SYN-0000990,2026-02-08,Fresh Salad Mix,Green Valley,Possible metal fragments,III,CO;NV
R-SYN-0000991,2025-12-29,Greek Yogurt,Green Valley,Packaging integrity issue,I,WA;AZ;UT;OR
R-SYN-0000992,2026-01-03,Chicken Nuggets,PureRoot,Undeclared peanut allergen,I,CA;AZ;NV
R-SYN-0000993,2026-03-26,Whole Milk,DailySource,Undeclared peanut allergen,II,TX;AZ;WA;NV
R-SYN-0000994,2026-01-06,Frozen Dumplings,PureRoot,Possible metal fragments,II,UT;CA;TX;WA
R-SYN-0000995,2025-12-20,Frozen Dumplings,PeakFuel,Packaging integrity issue,III,TX;CO;AZ
R-SYN-0000996,2026-01-21,Protein Shake,TrailJoy,Undeclared peanut allergen,I,TX;UT;WA;AZ
R-SYN-0000997,2026-03-28,Greek Yogurt,UrbanHarvest,Listeria monocytogenes risk,II,CO;TX;AZ
R-SYN-0000998,2026-03-14,Chicken Nuggets,SunBite,Possible metal fragments,III,TX;AZ;WA;CO
R-SYN-0000999,2025-12-26,Fresh Salad Mix,PureRoot,Undeclared peanut allergen,I,ALL
R-SYN-0001000,2026-03-20,Frozen Dumplings,SunBite,Possible metal fragments,II,TX;AZ;UT;NY
R-SYN-0001001,2026-02-11,Organic Spinach,PeakFuel,Potential E. coli contamination,II,NV;AZ;UT
R-SYN-0001002,2026-02-13,Greek Yogurt,TrailJoy,Potential E. coli contamination,II,AZ;NY;NV
R-SYN-0001003,2025-12-01,Granola Bars,TrailJoy,Listeria monocytogenes risk,II,NY;CA;OR
R-SYN-0001004,2026-02-19,Granola Bars,SunBite,Possible metal fragments,III,WA;CO;NY
R-SYN-0001005,2025-12-31,Fresh Salad Mix,Green Valley,Possible metal fragments,I,WA;CA;NV;TX
R-SYN-0001006,2025-12-12,Chicken Nuggets,PureRoot,Possible metal fragments,III,CA;NV
R-SYN-0001007,2026-02-16,Fresh Salad Mix,DailySource,Possible metal fragments,II,OR;UT;AZ;TX
R-SYN-0001008,2026-01-01,Fresh Salad Mix,SunBite,Undeclared peanut allergen,I,OR;CO
R-SYN-0001009,2026-01-07,Greek Yogurt,FarmNest,Listeria monocytogenes risk,II,WA;UT
R-SYN-0001010,2025-12-19,Protein Shake,Green Valley,Possible metal fragments,II,NY;NV;WA;AZ
R-SYN-0001011,2025-12-14,Greek Yogurt,Green Valley,Potential E. coli contamination,II,TX;AZ
R-SYN-0001012,2026-01-15,Fresh Salad Mix,FarmNest,Listeria monocytogenes risk,I,ALL
R-SYN-0001013,2026-02-09,Chicken Nuggets,PeakFuel,Packaging integrity issue,III,TX;CO;NV
R-SYN-0001014,2025-12-17,Fresh Salad Mix,PeakFuel,Listeria monocytogenes risk,II,TX;CO
R-SYN-0001015,2026-01-08,Protein Shake,Green Valley,Packaging integrity issue,II,TX;NY;WA
R-SYN-0001016,2026-01-29,Fresh Salad Mix,PeakFuel,Packaging integrity issue,I,UT;NY;WA;AZ
R-SYN-0001017,2026-03-29,Fresh Salad Mix,DailySource,Potential E. coli contamination,II,TX;WA;AZ;CA
R-SYN-0001018,2026-03-08,Greek Yogurt,Green Valley,Packaging integrity issue,II,NY;WA
R-SYN-0001019,2026-01-07,Greek Yogurt,SunBite,Packaging integrity issue,I,TX;OR
R-SYN-0001020,2026-02-13,Greek Yogurt,PureRoot,Potential E. coli contamination,I,ALL
R-SYN-0001021,2026-01-24,Granola Bars,DailySource,Undeclared peanut allergen,II,AZ;WA;UT;CA
R-SYN-0001022,2026-01-06,Organic Spinach,TrailJoy,Potential E. coli contamination,I,NY;WA
R-SYN-0001023,2026-01-15,Whole Milk,PeakFuel,Undeclared peanut allergen,II,OR;UT;WA;AZ
R-SYN-0001024,2025-12-06,Greek Yogurt,PureRoot,Listeria monocytogenes risk,I,NY;WA;CA
R-SYN-0001025,2026-01-10,Granola Bars,TrailJoy,Possible metal fragments,II,NY;NV;CO;TX
R-SYN-0001026,2026-02-19,Fresh Salad Mix,PureRoot,Potential E. coli contamination,III,TX;UT;AZ
R-SYN-0001027,2026-01-20,Fresh Salad Mix,SunBite,Possible metal fragments,II,OR;NY;NV
R-SYN-0001028,2025-12-19,Protein Shake,PeakFuel,Potential E. coli contamination,I,NV;TX
R-SYN-0001029,2025-12-21,Frozen Dumplings,FarmNest,Packaging integrity issue,II,TX;AZ;CO
R-SYN-0001030,2026-01-17,Granola Bars,PeakFuel,Packaging integrity issue,I,ALL
R-SYN-0001031,2026-02-19,Fresh Salad Mix,FarmNest,Possible metal fragments,III,UT;NV;WA;OR
R-SYN-0001032,2026-03-15,Granola Bars,Green Valley,Packaging integrity issue,II,NV;OR
R-SYN-0001033,2026-03-25,Whole Milk,TrailJoy,Packaging integrity issue,II,AZ;CO;OR
